TANGGAL,UNIT PEMBANGKIT,JAM NYALA,JENIS BAHAN BAKAR,"KAPASITAS STORAGE TANK
 (L)","PERSEDIAAN AWAL 
(L)",PEMAKAIAN (L),PENERIMAAN (L),PERSEDIAAN AKHIR (L),UMUR OPERASI,RENCANA PENERIMAAN (L)
22-08-2021,PLTD LONG PESO,24,B30,70000,40615,780,,39835,51.07051282,
22-08-2021,PLTD TANAH MERAH,24,B30,10000,3500,1600,,1900,10,
23-08-2021,PLTD KRAYAN,24,B30,12000,1800,1550,1600,1850,1.193548387,
23-08-2021,PLTD SEI MENGGARIS,24,B30,40000,30612,960,,29652,30.8875,
23-08-2021,PLTD LONG LAYU,12,B30,10000,540,120,,420,3.5,
23-08-2021,PLTD PAUPAN,12,B30,8000,220,80,,140,1.75,
23-08-2021,PLTD SEKATAK BUJI,24,B30,30000,24870,2770,,22100,7.97833935,
23-08-2021,PLTD LONG PESO,24,B30,70000,39835,750,,39085,52.11333333,
23-08-2021,PLTD TANAH MERAH,24,B30,10000,1900,1200,,700,10,
24-08-2021,PLTD KRAYAN,24,B30,12000,1850,1550,2800,3100,2,
24-08-2021,PLTD SEI MENGGARIS,24,B30,40000,29652,960,,28692,29.8875,
24-08-2021,PLTD LONG LAYU,12,B30,10000,420,120,,300,2.5,
24-08-2021,PLTD PAUPAN,12,B30,8000,140,80,,60,0.75,
24-08-2021,PLTD SEKATAK BUJI,24,B30,30000,22100,2828,,19272,6.814710042,
24-08-2021,PLTD LONG PESO,24,B30,70000,39085,750,,38335,51.11333333,
24-08-2021,PLTD TANAH MERAH,24,B30,10000,700,1400,9864,9164,6.545714286,
25-08-2021,PLTD KRAYAN,24,B30,12000,3100,1500,,1600,1.066666667,
25-08-2021,PLTD SEI MENGGARIS,24,B30,40000,28692,900,,27792,30.88,
25-08-2021,PLTD LONG LAYU,12,B30,10000,300,120,,180,1.5,
25-08-2021,PLTD PAUPAN,12,B30,8000,60,80,20,0,0,
25-08-2021,PLTD SEKATAK BUJI,24,B30,30000,19272,3050,,16222,5.318688525,
25-08-2021,PLTD LONG PESO,24,B30,70000,38335,750,,37585,50.11333333,
25-08-2021,PLTD TANAH MERAH,24,B30,10000,9164,1400,,7764,10,
26-08-2021,PLTD KRAYAN,24,B30,12000,1600,1500,1200,1300,0.866666667,
26-08-2021,PLTD SEI MENGGARIS,24,B30,40000,27792,900,,26892,29.88,
26-08-2021,PLTD LONG LAYU,12,B30,10000,180,120,,60,0.5,
26-08-2021,PLTD PAUPAN,12,B30,8000,0,80,80,0,0,
26-08-2021,PLTD SEKATAK BUJI,24,B30,30000,16222,3050,,13172,4.318688525,
26-08-2021,PLTD LONG PESO,24,B30,70000,37585,940,,36645,38.98404255,
26-08-2021,PLTD TANAH MERAH,24,B30,10000,7764,1400,,6364,10,
27-08-2021,PLTD KRAYAN,24,B30,12000,1300,1500,2600,2400,1.6,
27-08-2021,PLTD SEI MENGGARIS,24,B30,40000,26892,900,,25992,28.88,
27-08-2021,PLTD LONG LAYU,12,B30,10000,60,120,60,0,0,
27-08-2021,PLTD PAUPAN,12,B30,8000,0,80,80,0,0,
27-08-2021,PLTD SEKATAK BUJI,24,B30,30000,13172,3115,10043,20100,6.452648475,
27-08-2021,PLTD LONG PESO,24,B30,70000,36645,750,,35895,47.86,
27-08-2021,PLTD TANAH MERAH,24,B30,10000,6364,1300,,5064,10,
28-08-2021,PLTD KRAYAN,24,B30,12000,2400,1500,2800,3700,2.466666667,
28-08-2021,PLTD SEI MENGGARIS,24,B30,40000,25992,960,,25032,26.075,
28-08-2021,PLTD LONG LAYU,12,B30,10000,0,120,440,320,2.666666667,
28-08-2021,PLTD PAUPAN,12,B30,8000,0,80,420,340,4.25,
28-08-2021,PLTD SEKATAK BUJI,24,B30,30000,20100,3115,9951,26936,8.647191011,
28-08-2021,PLTD LONG PESO,24,B30,70000,35895,560,,35335,63.09821429,
28-08-2021,PLTD TANAH MERAH,24,B30,10000,5064,1264,,3800,10,
29-08-2021,PLTD KRAYAN,24,B30,12000,3700,1500,,2200,1.466666667,
29-08-2021,PLTD SEI MENGGARIS,24,B30,40000,25032,840,,24192,28.8,
29-08-2021,PLTD LONG LAYU,12,B30,10000,320,120,,200,1.666666667,
29-08-2021,PLTD PAUPAN,12,B30,8000,340,80,,260,3.25,
29-08-2021,PLTD SEKATAK BUJI,24,B30,30000,26936,3115,,23821,7.647191011,
29-08-2021,PLTD LONG PESO,24,B30,70000,35335,760,,34575,45.49342105,
29-08-2021,PLTD TANAH MERAH,24,B30,10000,3800,800,,3000,10,
30-08-2021,PLTD KRAYAN,24,B30,12000,2200,1500,1300,2000,1.333333333,
30-08-2021,PLTD SEI MENGGARIS,24,B30,40000,24192,900,,23292,25.88,
30-08-2021,PLTD LONG LAYU,12,B30,10000,200,120,,80,0.666666667,
30-08-2021,PLTD PAUPAN,12,B30,8000,260,80,,180,2.25,
30-08-2021,PLTD SEKATAK BUJI,24,B30,30000,23821,3085,9688,30424,9.86191248,
30-08-2021,PLTD LONG PESO,24,B30,70000,34575,760,,33815,44.49342105,
30-08-2021,PLTD TANAH MERAH,24,B30,10000,3000,500,,2500,10,
31-08-2021,PLTD KRAYAN,24,B30,12000,2000,1500,2500,3000,2,
31-08-2021,PLTD SEI MENGGARIS,24,B30,40000,23292,920,,22372,24.3173913,
31-08-2021,PLTD LONG LAYU,12,B30,10000,80,100,20,0,0,
31-08-2021,PLTD PAUPAN,12,B30,8000,180,80,,100,1.25,
31-08-2021,PLTD SEKATAK BUJI,24,B30,30000,30424,3347,,27077,8.089931282,
31-08-2021,PLTD LONG PESO,24,B30,70000,33815,760,,33055,43.49342105,
31-08-2021,PLTD TANAH MERAH,24,B30,10000,2500,1000,19712,21212,21.212,
01-09-2021,PLTD KRAYAN,24,B30,12000,3000,1600,,1400,0.875,
01-09-2021,PLTD SEI MENGGARIS,24,B30,40000,22372,900,,21472,23.85777778,
01-09-2021,PLTD LONG LAYU,12,B30,10000,0,120,620,500,4.166666667,
01-09-2021,PLTD PAUPAN,12,B30,8000,100,80,500,520,6.5,
01-09-2021,PLTD SEKATAK BUJI,24,B30,30000,27077,2788,,24289,8.711979914,
01-09-2021,PLTD LONG PESO,24,B30,70000,33055,750,,32305,43.07333333,
01-09-2021,PLTD TANAH MERAH,24,B30,10000,21212,400,,20812,10,
02-09-2021,PLTD KRAYAN,24,B30,12000,1400,1600,1200,1000,0.625,
02-09-2021,PLTD SEI MENGGARIS,24,B30,40000,21472,900,,20572,22.85777778,
02-09-2021,PLTD LONG LAYU,12,B30,10000,500,100,,400,4,
02-09-2021,PLTD PAUPAN,12,B30,8000,520,80,,440,5.5,
02-09-2021,PLTD SEKATAK BUJI,24,B30,30000,24289,3000,,21289,7.096333333,
02-09-2021,PLTD LONG PESO,24,B30,70000,32305,760,,31545,41.50657895,
02-09-2021,PLTD TANAH MERAH,24,B30,10000,20812,1655,,19157,10,
03-09-2021,PLTD KRAYAN,24,B30,12000,1000,1500,2100,1600,1.066666667,
03-09-2021,PLTD SEI MENGGARIS,24,B30,40000,20572,930,,19642,21.12043011,
03-09-2021,PLTD LONG LAYU,12,B30,10000,400,100,,300,3,
03-09-2021,PLTD PAUPAN,12,B30,8000,440,80,,360,4.5,
03-09-2021,PLTD SEKATAK BUJI,24,B30,30000,21289,3150,,18139,5.758412698,
03-09-2021,PLTD LONG PESO,24,B30,70000,31545,760,,30785,40.50657895,
03-09-2021,PLTD TANAH MERAH,24,B30,10000,19157,910,,18247,10,
04-09-2021,PLTD KRAYAN,24,B30,12000,1600,1500,1300,1400,0.933333333,
04-09-2021,PLTD SEI MENGGARIS,24,B30,40000,19462,930,,18532,19.92688172,
04-09-2021,PLTD LONG LAYU,12,B30,10000,300,100,,200,2,
04-09-2021,PLTD PAUPAN,12,B30,8000,360,80,,280,3.5,
04-09-2021,PLTD SEKATAK BUJI,24,B30,30000,18139,2426,,15713,6.476916735,
04-09-2021,PLTD LONG PESO,24,B30,70000,30785,760,,30025,39.50657895,
04-09-2021,PLTD TANAH MERAH,24,B30,10000,18247,1130,,17117,10,
05-09-2021,PLTD KRAYAN,24,B30,12000,1400,1600,1200,1000,0.625,
05-09-2021,PLTD SEI MENGGARIS,24,B30,40000,18532,930,,17602,18.92688172,
05-09-2021,PLTD LONG LAYU,12,B30,10000,200,100,,100,1,
05-09-2021,PLTD PAUPAN,12,B30,8000,280,80,,200,2.5,
05-09-2021,PLTD SEKATAK BUJI,24,B30,30000,15713,2936,,12777,4.351839237,
05-09-2021,PLTD LONG PESO,24,B30,70000,30025,750,,29275,39.03333333,
05-09-2021,PLTD TANAH MERAH,24,B30,10000,17117,1140,,15977,10,
06-09-2021,PLTD KRAYAN,24,B30,12000,1000,1400,1600,1200,0.857142857,
06-09-2021,PLTD SEI MENGGARIS,24,B30,40000,17602,930,,16672,17.92688172,
06-09-2021,PLTD LONG LAYU,12,B30,10000,100,100,,0,0,
06-09-2021,PLTD PAUPAN,12,B30,8000,200,80,,120,1.5,
06-09-2021,PLTD SEKATAK BUJI,24,B30,30000,12777,3126,,9651,3.087332054,
06-09-2021,PLTD LONG PESO,24,B30,70000,29275,730,39471,68016,93.17260274,
06-09-2021,PLTD TANAH MERAH,24,B30,10000,15977,1020,,14957,10,
07-09-2021,PLTD KRAYAN,24,B30,12000,1200,1400,2000,1800,1.285714286,
07-09-2021,PLTD SEI MENGGARIS,24,B30,40000,16672,930,,15742,16.92688172,
07-09-2021,PLTD LONG LAYU,12,B30,10000,0,100,100,0,0,
07-09-2021,PLTD PAUPAN,12,B30,8000,120,80,,40,0.5,
07-09-2021,PLTD SEKATAK BUJI,24,B30,30000,9651,3167,10085,16569,5.231765077,
07-09-2021,PLTD LONG PESO,24,B30,70000,68016,760,,67256,88.49473684,
07-09-2021,PLTD TANAH MERAH,24,B30,10000,14957,1055,,13902,10,
08-09-2021,PLTD KRAYAN,24,B30,12000,1800,1500,1200,1500,1,
08-09-2021,PLTD SEI MENGGARIS,24,B30,40000,15742,930,,14812,15.92688172,
08-09-2021,PLTD LONG LAYU,12,B30,10000,0,100,100,0,0,
08-09-2021,PLTD PAUPAN,12,B30,8000,40,80,40,0,0,
08-09-2021,PLTD SEKATAK BUJI,24,B30,30000,16569,3167,,13402,4.231765077,
08-09-2021,PLTD LONG PESO,24,B30,70000,67256,750,,66506,88.67466667,
08-09-2021,PLTD TANAH MERAH,24,B30,10000,13902,1035,,12867,10,
09-09-2021,PLTD KRAYAN,24,B30,12000,1500,1400,2600,2700,1.928571429,
09-09-2021,PLTD SEI MENGGARIS,24,B30,40000,14812,930,,13882,14.92688172,
09-09-2021,PLTD LONG LAYU,12,B30,10000,0,100,100,0,0,
09-09-2021,PLTD PAUPAN,12,B30,8000,0,80,80,0,0,
09-09-2021,PLTD SEKATAK BUJI,24,B30,30000,13402,2999,,10403,3.468822941,
09-09-2021,PLTD LONG PESO,24,B30,70000,66506,750,,65756,87.67466667,
09-09-2021,PLTD TANAH MERAH,24,B30,10000,12867,1050,,11817,10,
10-09-2021,PLTD KRAYAN,24,B30,12000,2700,1500,1600,2800,1.866666667,
10-09-2021,PLTD SEI MENGGARIS,24,B30,40000,13882,930,,12952,13.92688172,
10-09-2021,PLTD LONG LAYU,12,B30,10000,0,100,500,400,4,
10-09-2021,PLTD PAUPAN,12,B30,8000,0,80,500,420,5.25,
10-09-2021,PLTD SEKATAK BUJI,24,B30,30000,10403,3050,19676,27029,8.861967213,
10-09-2021,PLTD LONG PESO,24,B30,70000,65756,750,,65006,86.67466667,
10-09-2021,PLTD TANAH MERAH,24,B30,10000,11817,1176,,10641,10,
11-09-2021,PLTD KRAYAN,24,B30,12000,2800,1500,2500,3800,2.533333333,
11-09-2021,PLTD SEI MENGGARIS,24,B30,40000,12952,930,,12022,12.92688172,
11-09-2021,PLTD LONG LAYU,12,B30,10000,400,100,,300,3,
11-09-2021,PLTD PAUPAN,12,B30,8000,420,80,,340,4.25,
11-09-2021,PLTD SEKATAK BUJI,24,B30,30000,27029,3000,,24029,8.009666667,
11-09-2021,PLTD LONG PESO,24,B30,70000,65006,730,,64276,88.04931507,
11-09-2021,PLTD TANAH MERAH,24,B30,10000,10641,1173,9838,19306,10,
12-09-2021,PLTD KRAYAN,24,B30,12000,3800,1500,,2300,1.533333333,
12-09-2021,PLTD SEI MENGGARIS,24,B30,40000,12022,950,,11072,11.65473684,
12-09-2021,PLTD LONG LAYU,12,B30,10000,300,100,,200,2,
12-09-2021,PLTD PAUPAN,12,B30,8000,340,80,,260,3.25,
12-09-2021,PLTD SEKATAK BUJI,24,B30,30000,24029,3185,,20844,6.544427002,
12-09-2021,PLTD LONG PESO,24,B30,70000,64276,760,,63516,83.57368421,
12-09-2021,PLTD TANAH MERAH,24,B30,10000,19306,1150,,18156,10,
13-09-2021,PLTD KRAYAN,24,B30,12000,2300,1400,400,1300,0.928571429,
13-09-2021,PLTD SEI MENGGARIS,24,B30,40000,11072,930,,10142,10.90537634,
13-09-2021,PLTD LONG LAYU,12,B30,10000,200,100,,100,1,
13-09-2021,PLTD PAUPAN,12,B30,8000,260,80,,180,2.25,
13-09-2021,PLTD SEKATAK BUJI,24,B30,30000,20844,3121,,17723,5.678628645,
13-09-2021,PLTD LONG PESO,24,B30,70000,63516,760,,62756,82.57368421,
13-09-2021,PLTD TANAH MERAH,24,B30,10000,18156,1100,,17056,10,
14-09-2021,PLTD KRAYAN,24,B30,12000,1300,1500,4400,4200,2.8,
14-09-2021,PLTD SEI MENGGARIS,24,B30,40000,10142,930,,9212,9.905376344,
14-09-2021,PLTD LONG LAYU,12,B30,10000,100,100,,0,0,
14-09-2021,PLTD PAUPAN,12,B30,8000,180,80,,100,1.25,
14-09-2021,PLTD SEKATAK BUJI,24,B30,30000,17723,1955,,15768,8.065473146,
14-09-2021,PLTD LONG PESO,24,B30,70000,62756,750,,62006,82.67466667,
14-09-2021,PLTD TANAH MERAH,24,B30,10000,17056,1100,,15956,10,
15-09-2021,PLTD KRAYAN,24,B30,12000,4200,1500,,2700,1.8,
15-09-2021,PLTD SEI MENGGARIS,24,B30,40000,9212,930,,8282,8.905376344,
15-09-2021,PLTD LONG LAYU,12,B30,10000,0,100,200,100,1,
15-09-2021,PLTD PAUPAN,12,B30,8000,100,80,60,80,1,
15-09-2021,PLTD SEKATAK BUJI,24,B30,30000,15768,3188,,12580,3.946047679,
15-09-2021,PLTD LONG PESO,24,B30,70000,62006,760,,61246,80.58684211,
15-09-2021,PLTD TANAH MERAH,24,B30,10000,15956,1130,,14826,10,
16-09-2021,PLTD KRAYAN,24,B30,12000,2700,1500,4800,6000,4,
16-09-2021,PLTD SEI MENGGARIS,24,B30,40000,8282,930,,7352,7.905376344,
16-09-2021,PLTD LONG LAYU,12,B30,10000,100,100,500,500,5,
16-09-2021,PLTD PAUPAN,12,B30,8000,80,80,500,500,6.25,
16-09-2021,PLTD SEKATAK BUJI,24,B30,30000,12580,3113,,9467,3.041117893,
16-09-2021,PLTD LONG PESO,24,B30,70000,61246,770,,60476,78.54025974,
16-09-2021,PLTD TANAH MERAH,24,B30,10000,14826,1133,,13693,10,
17-09-2021,PLTD KRAYAN,24,B30,12000,6000,1500,1100,5600,3.733333333,
17-09-2021,PLTD SEI MENGGARIS,24,B30,40000,7352,930,,6422,6.905376344,
17-09-2021,PLTD LONG LAYU,12,B30,10000,500,100,,400,4,
17-09-2021,PLTD PAUPAN,12,B30,8000,500,80,,420,5.25,
17-09-2021,PLTD SEKATAK BUJI,24,B30,30000,9467,3092,19217,25592,8.276843467,
17-09-2021,PLTD LONG PESO,24,B30,70000,60476,750,,59726,79.63466667,
17-09-2021,PLTD TANAH MERAH,24,B30,10000,13693,1115,,12578,10,
18-09-2021,PLTD KRAYAN,24,B30,12000,5600,1400,4200,8400,6,
18-09-2021,PLTD SEI MENGGARIS,24,B30,40000,6422,930,,5492,5.905376344,
18-09-2021,PLTD LONG LAYU,12,B30,10000,400,100,,300,3,
18-09-2021,PLTD PAUPAN,12,B30,8000,420,80,,340,4.25,
18-09-2021,PLTD SEKATAK BUJI,24,B30,30000,25592,3083,,22509,7.301005514,
18-09-2021,PLTD LONG PESO,24,B30,70000,59726,760,,58966,77.58684211,
18-09-2021,PLTD TANAH MERAH,24,B30,10000,12578,1213,,11365,10,
19-09-2021,PLTD KRAYAN,24,B30,12000,8400,1200,,7200,6,
19-09-2021,PLTD SEI MENGGARIS,24,B30,40000,5492,930,21205,25767,27.70645161,
19-09-2021,PLTD LONG LAYU,12,B30,10000,300,100,,200,2,
19-09-2021,PLTD PAUPAN,12,B30,8000,340,80,,260,3.25,
19-09-2021,PLTD SEKATAK BUJI,24,B30,30000,22509,2445,9890,29954,12.25112474,
19-09-2021,PLTD LONG PESO,24,B30,70000,58966,760,,58206,76.58684211,
19-09-2021,PLTD TANAH MERAH,24,B30,10000,11365,1165,,10200,10,
20-09-2021,PLTD KRAYAN,24,B30,12000,7200,1800,,5400,3,
20-09-2021,PLTD SEI MENGGARIS,24,B30,40000,25767,930,,24837,26.70645161,
20-09-2021,PLTD LONG LAYU,12,B30,10000,200,100,,100,1,
20-09-2021,PLTD PAUPAN,12,B30,8000,260,80,,180,2.25,
20-09-2021,PLTD SEKATAK BUJI,24,B30,30000,29954,2916,,27038,9.272290809,
20-09-2021,PLTD LONG PESO,24,B30,70000,58206,760,,57446,75.58684211,
20-09-2021,PLTD TANAH MERAH,24,B30,10000,10200,1150,,9050,10,
21-09-2021,PLTD KRAYAN,24,B30,12000,5400,1500,1200,5100,3.4,
21-09-2021,PLTD SEI MENGGARIS,24,B30,40000,24837,930,,23907,25.70645161,
21-09-2021,PLTD LONG LAYU,12,B30,10000,100,100,,0,0,
21-09-2021,PLTD PAUPAN,12,B30,8000,180,80,,100,1.25,
21-09-2021,PLTD SEKATAK BUJI,24,B30,30000,27038,3411,,23627,6.92670771,
21-09-2021,PLTD LONG PESO,24,B30,70000,57446,760,,56686,74.58684211,
21-09-2021,PLTD TANAH MERAH,24,B30,10000,9050,1100,,7950,10,
22-09-2021,PLTD KRAYAN,24,B30,12000,5100,1500,1000,4600,3.066666667,
22-09-2021,PLTD SEI MENGGARIS,24,B30,40000,23907,930,,22977,24.70645161,
22-09-2021,PLTD LONG LAYU,12,B30,10000,0,100,1000,900,9,
22-09-2021,PLTD PAUPAN,12,B30,8000,100,80,1000,1020,12.75,
22-09-2021,PLTD SEKATAK BUJI,24,B30,30000,23627,3100,,20527,6.621612903,
22-09-2021,PLTD LONG PESO,24,B30,70000,56686,760,,55926,73.58684211,
22-09-2021,PLTD TANAH MERAH,24,B30,10000,7950,1153,,6797,10,
23-09-2021,PLTD KRAYAN,24,B30,12000,4600,1400,600,3800,2.714285714,
23-09-2021,PLTD SEI MENGGARIS,24,B30,40000,22977,930,,22047,23.70645161,
23-09-2021,PLTD LONG LAYU,12,B30,10000,900,100,,800,8,
23-09-2021,PLTD PAUPAN,12,B30,8000,1020,80,,940,11.75,
23-09-2021,PLTD SEKATAK BUJI,24,B30,30000,20527,3100,,17427,5.621612903,
23-09-2021,PLTD LONG PESO,24,B30,70000,55926,770,,55156,71.63116883,
23-09-2021,PLTD TANAH MERAH,24,B30,10000,6797,1153,,5644,10,
24-09-2021,PLTD KRAYAN,24,B30,12000,3800,1500,1400,3700,2.466666667,
24-09-2021,PLTD SEI MENGGARIS,24,B30,40000,22047,860,,21187,24.63604651,
24-09-2021,PLTD LONG LAYU,12,B30,10000,800,100,,700,7,
24-09-2021,PLTD PAUPAN,12,B30,8000,940,80,,860,10.75,
24-09-2021,PLTD SEKATAK BUJI,24,B30,30000,17427,3056,,14371,4.702552356,
24-09-2021,PLTD LONG PESO,24,B30,70000,55156,760,,54396,71.57368421,
24-09-2021,PLTD TANAH MERAH,24,B30,10000,5644,1100,,4544,10,
25-09-2021,PLTD KRAYAN,24,B30,12000,3700,1500,2600,4800,3.2,
25-09-2021,PLTD SEI MENGGARIS,24,B30,40000,21187,950,9976,30213,31.80315789,
25-09-2021,PLTD LONG LAYU,12,B30,10000,700,100,,600,6,
25-09-2021,PLTD PAUPAN,12,B30,8000,860,80,,780,9.75,
25-09-2021,PLTD SEKATAK BUJI,24,B30,30000,14371,3100,,11271,3.635806452,
25-09-2021,PLTD LONG PESO,24,B30,70000,54396,760,,53636,70.57368421,
25-09-2021,PLTD TANAH MERAH,24,B30,10000,4544,1100,9864,13308,10,
26-09-2021,PLTD KRAYAN,24,B30,12000,4800,1400,600,4000,2.857142857,
26-09-2021,PLTD SEI MENGGARIS,24,B30,40000,30213,931,,29282,31.45220193,
26-09-2021,PLTD LONG LAYU,12,B30,10000,600,100,,500,5,
26-09-2021,PLTD PAUPAN,12,B30,8000,780,100,,680,6.8,
26-09-2021,PLTD SEKATAK BUJI,24,B30,30000,11271,3100,8576,16747,5.402258065,
26-09-2021,PLTD LONG PESO,24,B30,70000,53636,770,,52866,68.65714286,
26-09-2021,PLTD TANAH MERAH,24,B30,10000,13308,757,,12551,10,
27-09-2021,PLTD KRAYAN,24,B30,12000,4000,1500,1300,3800,2.533333333,
27-09-2021,PLTD SEI MENGGARIS,24,B30,40000,29282,930,,28352,30.48602151,
27-09-2021,PLTD LONG LAYU,12,B30,10000,500,100,,400,4,
27-09-2021,PLTD PAUPAN,12,B30,8000,680,80,,600,7.5,
27-09-2021,PLTD SEKATAK BUJI,24,B30,30000,16747,3252,9444,22939,7.053813038,
27-09-2021,PLTD LONG PESO,24,B30,70000,52866,760,,52106,68.56052632,
27-09-2021,PLTD TANAH MERAH,24,B30,10000,12551,1100,,11451,10,
28-09-2021,PLTD KRAYAN,24,B30,12000,3800,1500,,2300,1.533333333,
28-09-2021,PLTD SEI MENGGARIS,24,B30,40000,28352,930,,27422,29.48602151,
28-09-2021,PLTD LONG LAYU,12,B30,10000,400,100,,300,3,
28-09-2021,PLTD PAUPAN,12,B30,8000,600,80,,520,6.5,
28-09-2021,PLTD SEKATAK BUJI,24,B30,30000,22939,3291,9560,29208,8.875113947,
28-09-2021,PLTD LONG PESO,24,B30,70000,52106,770,,51336,66.67012987,
28-09-2021,PLTD TANAH MERAH,24,B30,10000,11451,1100,,10351,10,
29-09-2021,PLTD KRAYAN,24,B30,12000,2300,1700,3100,3700,2.176470588,
29-09-2021,PLTD SEI MENGGARIS,24,B30,40000,27422,930,,26492,28.48602151,
29-09-2021,PLTD LONG LAYU,12,B30,10000,300,120,920,1100,9.166666667,
29-09-2021,PLTD PAUPAN,12,B30,8000,520,80,360,800,10,
29-09-2021,PLTD SEKATAK BUJI,24,B30,30000,29208,3263,,25945,7.951271836,
29-09-2021,PLTD LONG PESO,24,B30,70000,51336,790,,50546,63.98227848,
29-09-2021,PLTD TANAH MERAH,24,B30,10000,10351,1150,,9201,10,
30-09-2021,PLTD KRAYAN,24,B30,12000,3700,1500,,2200,1.466666667,
30-09-2021,PLTD SEI MENGGARIS,24,B30,40000,26492,930,,25562,27.48602151,
30-09-2021,PLTD LONG LAYU,12,B30,10000,1100,120,,980,8.166666667,
30-09-2021,PLTD PAUPAN,12,B30,8000,800,80,,720,9,
30-09-2021,PLTD SEKATAK BUJI,24,B30,30000,25945,3234,,22711,7.022572665,
30-09-2021,PLTD LONG PESO,24,B30,70000,50546,750,,49796,66.39466667,
30-09-2021,PLTD TANAH MERAH,24,B30,10000,9201,1150,,8051,7.000869565,
01-10-2021,PLTD KRAYAN,24,B30,12000,2200,1500,1300,2000,1.333333333,
01-10-2021,PLTD SEI MENGGARIS,24,B30,40000,25562,920,,24642,26.78478261,
01-10-2021,PLTD LONG LAYU,12,B30,10000,980,220,,760,3.454545455,
01-10-2021,PLTD PAUPAN,12,B30,8000,720,120,,600,5,
01-10-2021,PLTD SEKATAK BUJI,24,B30,30000,22711,3255,,19456,5.977265745,
01-10-2021,PLTD LONG PESO,24,B30,70000,49796,750,,49046,65.39466667,
01-10-2021,PLTD TANAH MERAH,24,B30,10000,8051,1050,,7001,10,
02-10-2021,PLTD KRAYAN,24,B30,12000,2000,1500,2300,2800,1.866666667,
02-10-2021,PLTD SEI MENGGARIS,24,B30,40000,24642,870,,23772,27.32413793,
02-10-2021,PLTD LONG LAYU,12,B30,10000,760,120,,640,5.333333333,
02-10-2021,PLTD PAUPAN,12,B30,8000,600,80,,520,6.5,
02-10-2021,PLTD SEKATAK BUJI,24,B30,30000,19456,3050,,16406,5.379016393,
02-10-2021,PLTD LONG PESO,24,B30,70000,49046,770,,48276,62.6961039,
02-10-2021,PLTD TANAH MERAH,24,B30,10000,7001,1000,,6001,10,
03-10-2021,PLTD KRAYAN,24,B30,12000,2800,1500,400,1700,1.133333333,
03-10-2021,PLTD SEI MENGGARIS,24,B30,40000,23772,1000,,22772,22.772,
03-10-2021,PLTD LONG LAYU,12,B30,10000,640,120,,520,4.333333333,
03-10-2021,PLTD PAUPAN,12,B30,8000,520,80,,440,5.5,
03-10-2021,PLTD SEKATAK BUJI,24,B30,30000,16406,3200,,13206,4.126875,
03-10-2021,PLTD LONG PESO,24,B30,70000,48276,770,,47506,61.6961039,
03-10-2021,PLTD TANAH MERAH,24,B30,10000,6001,900,,5101,10,
04-10-2021,PLTD KRAYAN,24,B30,12000,1700,1500,500,700,0.466666667,
04-10-2021,PLTD SEI MENGGARIS,24,B30,40000,22772,900,,21872,24.30222222,
04-10-2021,PLTD LONG LAYU,12,B30,10000,520,120,,400,3.333333333,
04-10-2021,PLTD PAUPAN,12,B30,8000,440,80,,360,4.5,
04-10-2021,PLTD SEKATAK BUJI,24,B30,30000,13206,3100,,10106,3.26,
04-10-2021,PLTD LONG PESO,24,B30,70000,47506,780,,46726,59.90512821,
04-10-2021,PLTD TANAH MERAH,24,B30,10000,5101,873,,4228,10,
05-10-2021,PLTD KRAYAN,24,B30,12000,700,1800,3500,2400,1.333333333,
05-10-2021,PLTD SEI MENGGARIS,24,B30,40000,21872,930,,20942,22.51827957,
05-10-2021,PLTD LONG LAYU,12,B30,10000,400,120,,280,2.333333333,
05-10-2021,PLTD PAUPAN,12,B30,8000,360,80,,280,3.5,
05-10-2021,PLTD SEKATAK BUJI,24,B30,30000,10106,3112,19059,26053,8.371786632,
05-10-2021,PLTD LONG PESO,24,B30,70000,46726,770,,45956,59.68311688,
05-10-2021,PLTD TANAH MERAH,24,B30,10000,4228,900,,3328,10,
06-10-2021,PLTD KRAYAN,24,B30,12000,2400,1800,1200,1800,1,
06-10-2021,PLTD SEI MENGGARIS,24,B30,40000,20942,930,,20012,21.51827957,
06-10-2021,PLTD LONG LAYU,12,B30,10000,280,120,955,1115,9.291666667,
06-10-2021,PLTD PAUPAN,12,B30,8000,280,80,,200,2.5,
06-10-2021,PLTD SEKATAK BUJI,24,B30,30000,26053,3214,,22839,7.10609832,
06-10-2021,PLTD LONG PESO,24,B30,70000,45956,770,,45186,58.68311688,
06-10-2021,PLTD TANAH MERAH,24,B30,10000,3328,700,,2628,10,
07-10-2021,PLTD KRAYAN,24,B30,12000,1800,1800,2600,2600,1.444444444,
07-10-2021,PLTD SEI MENGGARIS,24,B30,40000,20012,930,,19082,20.51827957,
07-10-2021,PLTD LONG LAYU,12,B30,10000,1115,120,,995,8.291666667,
07-10-2021,PLTD PAUPAN,12,B30,8000,200,80,,120,1.5,
07-10-2021,PLTD SEKATAK BUJI,24,B30,30000,22839,3178,,19661,6.186595343,
07-10-2021,PLTD LONG PESO,24,B30,70000,45186,770,,44416,57.68311688,
07-10-2021,PLTD TANAH MERAH,24,B30,10000,2628,700,,1928,2.754285714,
08-10-2021,PLTD KRAYAN,24,B30,12000,2600,1500,1500,2600,1.733333333,
08-10-2021,PLTD SEI MENGGARIS,24,B30,40000,19082,930,,18152,19.51827957,
